Textbox147,Textbox148,Textbox152,Table5Title_tbx3,Table5Title_tbx4,Textbox154,Textbox146,Textbox159,Table5Title_tbx2,Table5Title_tbx6
"Pumpkin: U.S. imports by value ($1,000)","Pumpkin: U.S. imports by volume (1,000 pounds)",Pumpkin: U.S. imports unit value ($ per pound),Pumpkin: U.S. import sources by value,Pumpkin: U.S. import sources by volume,"Pumpkin: U.S. exports by value ($1,000) ","Pumpkin: U.S. exports by volume (1,000 pounds)",Pumpkin: U.S. exports by unit value ($ per pound),Pumpkin: U.S. export destinations by value,Pumpkin: U.S. export destinations by volume

Textbox119,Textbox131,Textbox21,qq3,Textbox23,Textbox124,gen val mo_label,gen val mo_Chart4_CategoryGroup_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_Value_Y,stat_year3,gen_qty_mo8,gen_qty_mo9,gen_qty_yr3
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,3.4%,"3,015",all qty yr,2019,2477,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,3.4%,"3,015",all qty yr,2020,2162,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Honduras,3.4%,"3,015",all qty yr,2021,4449,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Honduras,3.4%,"3,015",,,,"2,973",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Honduras,3.4%,"3,015",,,,"2,477",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Honduras,3.4%,"3,015",,,,"2,162",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Honduras,3.4%,"3,015",,,,"4,449",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Honduras,3.4%,"3,015",,,,"3,320",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Honduras,3.4%,"3,015",,,,"2,297",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,2.9%,"2,952",all qty yr,2018,371,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,2.9%,"2,952",all qty yr,2019,1855,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,2.9%,"2,952",all qty yr,2020,6802,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,Mexico,2.9%,"2,952",all qty yr,2021,2780,,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,Mexico,2.9%,"2,952",,,,371,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,Mexico,2.9%,"2,952",,,,"1,855",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,Mexico,2.9%,"2,952",,,,"6,802",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,Mexico,2.9%,"2,952",,,,"2,780",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,Mexico,2.9%,"2,952",,,,"1,391",,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,Mexico,2.9%,"2,952",,,,436,,,,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2018,2364,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2019,3119,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2020,1911,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,all qty yr,2021,895,,,,,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Nicaragua,1.0%,819,"1,398",,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Nicaragua,1.0%,819,"2,134",,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Nicaragua,1.0%,819,551,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Nicaragua,1.0%,819,14,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Nicaragua,1.0%,819,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Nicaragua,1.0%,819,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Dominican Republic,0.7%,543,667,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Dominican Republic,0.7%,543,499,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Dominican Republic,0.7%,543,531,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Dominican Republic,0.7%,543,474,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Dominican Republic,0.7%,543,439,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Dominican Republic,0.7%,543,781,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Haiti,0.2%,132,89,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Haiti,0.2%,132,156,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Haiti,0.2%,132,174,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Haiti,0.2%,132,240,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Haiti,0.2%,132,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Haiti,0.2%,132,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Guatemala,0.1%,124,126,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Guatemala,0.1%,124,84,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Guatemala,0.1%,124,184,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Guatemala,0.1%,124,101,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Guatemala,0.1%,124,81,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Guatemala,0.1%,124,107,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Belize,0.1%,102,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Belize,0.1%,102,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Belize,0.1%,102,350,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Belize,0.1%,102,57,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Belize,0.1%,102,57,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Belize,0.1%,102,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Jamaica,0.1%,74,47,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Jamaica,0.1%,74,126,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Jamaica,0.1%,74,121,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Jamaica,0.1%,74,3,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Jamaica,0.1%,74,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Jamaica,0.1%,74,72,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Chile,0.0%,23,32,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Chile,0.0%,23,83,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Chile,0.0%,23,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Chile,0.0%,23,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Chile,0.0%,23,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Chile,0.0%,23,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Argentina,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Argentina,0.0%,7,35,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Argentina,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Argentina,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Argentina,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Argentina,0.0%,7,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",Ecuador,0.0%,3,5,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",Ecuador,0.0%,3,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",Ecuador,0.0%,3,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,Ecuador,0.0%,3,6,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,Ecuador,0.0%,3,6,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,Ecuador,0.0%,3,14,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2018,ANN,,,,,,,,,,,"2,364",China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2019,ANN,,,,,,,,,,,"3,119",China,0.0%,0,2,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2020,ANN,,,,,,,,,,,"1,911",China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,ANN,,,,,,,,,,,895,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2021,Aug YTD,,,,,,,,,,,583,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,Fresh or chilled¹ ,ANN: Jan-Dec,2022,Aug YTD,,,,,,,,,,,974,China,0.0%,0,,,,,,,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh or chilled total,"99,169",seg Num,18,12,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh or chilled total,"99,169",seg Num,19,13,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh or chilled total,"99,169",seg Num,20,11,
Ranking based on prior 4 annual market year* totals ,,,,,,,,,,,,,,,,,,,,Fresh or chilled total,"99,169",seg Num,21,12,

Textbox129,Textbox141,Textbox35,qq7,Textbox38,Textbox128,all val mo_label,all val mo_Chart8_CategoryGroup_label,all val mo_Chart8_CategoryGroup_Chart8_CategoryGroup1_label,all val mo_Chart8_CategoryGroup_Chart8_CategoryGroup1_Value_Y,stat_year7,gen_qty_mo16,gen_qty_mo17,gen_qty_yr7

Textbox118,Textbox130,Textbox20,qq2,Textbox22,Textbox123,all qty mo_label,all qty mo_Chart3_CategoryGroup1_label,all qty mo_Chart3_CategoryGroup1_Chart3_CategoryGroup_label,all qty mo_Chart3_CategoryGroup1_Chart3_CategoryGroup_Value_Y,stat_year2,gen_qty_mo6,gen_qty_mo7,gen_qty_yr2

Textbox158,Textbox155,Textbox60,qq8,Textbox64,Textbox156,all qty mo_label,all qty mo_Chart9_CategoryGroup_label,all qty mo_Chart9_CategoryGroup_Chart9_CategoryGroup1_label,all qty mo_Chart9_CategoryGroup_Chart9_CategoryGroup1_Value_Y,stat_year8,gen_qty_mo18,gen_qty_mo19,gen_qty_yr8

Textbox76,stat_year16,marketSegment2,Textbox113,stat_month6,CountryName5,Textbox14,Textbox89,all val yr_label,all val yr_ChartGroup9_label,all val yr_ChartGroup9_Value_Y,ExpDestValue_tbx4,all val yr_label,all val yr_ChartGroup15_label,all val yr_ChartGroup15_Value_Y,all_val_yr,Textbox52,Textbox54,Textbox55,Textbox57,Textbox90,Textbox188,seg Num_label,seg Num_Sparkline5_CategoryGroup_label,seg Num_Sparkline5_CategoryGroup_Value_Y,Textbox103

Textbox104,marketSegment6,Textbox116,stat_year17,stat_month9,CountryName9,Textbox69,Textbox100,all qty yr_label,all qty yr_ChartGroup19_label,all qty yr_ChartGroup19_Value_Y,ExpDestValue_tbx8,all qty yr_label,all qty yr_ChartGroup22_label,all qty yr_ChartGroup22_Value_Y,ExpDestValue_tbx10,CountryName,share,Textbox53,ExpDestValue_tbx9,Textbox102,Textbox92,seg Num_label,seg Num_ChartGroup20_label,seg Num_ChartGroup20_Value_Y,Textbox110

